transaction_id,transaction_date,transaction_time,store_id,product_id,customer_id,quantity,unit_price,discount_percent,discount_amount,total_amount,payment_method,channel
TXN00002366,2023-11-20,12:03:00,ST0037,PRD00010,CUST000789,2,110.52,10,22.1,198.94,PayPal,Online
TXN00002367,2024-02-13,18:55:00,ST0002,PRD00005,CUST000838,2,137.0,0,0.0,274.0,Credit Card,Online
TXN00002368,2024-02-11,09:01:00,ST0017,PRD00055,CUST000338,2,138.74,0,0.0,277.48,Debit Card,Online
TXN00002369,2023-04-21,10:17:00,ST0024,PRD00185,CUST000039,2,131.63,10,26.33,236.93,PayPal,In-Store
TXN00002370,2024-07-26,15:21:00,ST0017,PRD00071,CUST000294,1,73.07,0,0.0,73.07,Debit Card,Online
TXN00002371,2023-10-28,14:38:00,ST0045,PRD00186,CUST000860,1,146.39,0,0.0,146.39,Credit Card,In-Store
TXN00002372,2024-08-14,17:21:00,ST0010,PRD00186,CUST000449,1,146.39,0,0.0,146.39,Debit Card,In-Store
TXN00002373,2023-12-31,12:58:00,ST0008,PRD00080,CUST000158,1,130.14,10,13.01,117.13,Debit Card,In-Store
TXN00002374,2024-06-15,16:12:00,ST0017,PRD00154,CUST000765,3,67.88,0,0.0,203.64,Credit Card,Online
TXN00002375,2024-07-30,20:15:00,ST0014,PRD00058,CUST000728,2,28.88,0,0.0,57.76,Cash,Online
TXN00002376,2023-09-19,20:17:00,ST0043,PRD00113,CUST000377,1,141.45,10,14.14,127.31,Debit Card,In-Store
TXN00002377,2024-02-07,14:22:00,ST0006,PRD00047,ANONYMOUS,1,31.44,0,0.0,31.44,Cash,In-Store
TXN00002378,2024-08-11,09:32:00,ST0033,PRD00013,ANONYMOUS,2,131.98,0,0.0,263.96,Credit Card,In-Store
TXN00002379,2023-04-24,10:45:00,ST0019,PRD00093,CUST000506,2,69.85,10,13.97,125.73,Cash,In-Store
TXN00002380,2024-12-29,13:24:00,ST0030,PRD00024,ANONYMOUS,1,109.77,10,10.98,98.79,Cash,In-Store
TXN00002381,2023-07-23,09:50:00,ST0005,PRD00029,CUST000228,3,185.56,30,167.0,389.68,Debit Card,In-Store
TXN00002382,2023-12-16,17:15:00,ST0019,PRD00134,CUST000353,1,125.36,0,0.0,125.36,Debit Card,Online
TXN00002383,2024-06-02,19:17:00,ST0016,PRD00176,CUST000368,3,162.64,0,0.0,487.92,Cash,In-Store
TXN00002384,2023-10-15,09:54:00,ST0048,PRD00127,CUST000576,4,147.46,0,0.0,589.84,Cash,In-Store
TXN00002385,2023-04-05,17:24:00,ST0034,PRD00055,ANONYMOUS,2,138.74,0,0.0,277.48,Gift Card,Online
TXN00002386,2023-10-01,12:34:00,ST0007,PRD00158,CUST000285,2,68.98,10,13.8,124.16,Debit Card,In-Store
TXN00002387,2024-11-04,18:12:00,ST0004,PRD00117,CUST000869,2,192.8,10,38.56,347.04,Cash,In-Store
TXN00002388,2023-01-31,10:12:00,ST0050,PRD00028,CUST000495,2,94.07,0,0.0,188.14,Credit Card,Online
TXN00002389,2024-12-10,12:55:00,ST0002,PRD00090,CUST000724,2,60.5,0,0.0,121.0,Debit Card,Online
TXN00002390,2024-04-19,18:21:00,ST0034,PRD00069,CUST000782,1,134.62,0,0.0,134.62,Debit Card,In-Store
TXN00002391,2023-11-09,14:18:00,ST0050,PRD00127,CUST000844,2,147.46,10,29.49,265.43,Credit Card,In-Store
TXN00002392,2023-03-28,17:00:00,ST0040,PRD00127,CUST000178,3,147.46,10,44.24,398.14,Credit Card,In-Store
TXN00002393,2023-04-25,13:44:00,ST0005,PRD00159,CUST000423,1,144.44,10,14.44,130.0,Debit Card,In-Store
TXN00002394,2024-08-22,11:27:00,ST0024,PRD00041,CUST000986,1,50.34,0,0.0,50.34,Debit Card,In-Store
TXN00002395,2024-06-10,17:06:00,ST0006,PRD00016,ANONYMOUS,2,70.62,10,14.12,127.12,Cash,In-Store
TXN00002396,2024-11-30,13:55:00,ST0020,PRD00121,CUST000112,3,70.28,0,0.0,210.84,Cash,In-Store
TXN00002397,2024-07-26,14:49:00,ST0020,PRD00069,CUST000877,1,134.62,10,13.46,121.16,Credit Card,In-Store
TXN00002398,2024-07-08,20:22:00,ST0015,PRD00172,ANONYMOUS,1,106.8,50,53.4,53.4,Debit Card,Online
TXN00002399,2024-11-05,14:24:00,ST0046,PRD00042,CUST000078,1,29.27,0,0.0,29.27,Credit Card,In-Store
TXN00002400,2024-10-14,20:04:00,ST0040,PRD00032,CUST000474,1,111.36,0,0.0,111.36,PayPal,Online
TXN00002401,2023-02-08,18:07:00,ST0043,PRD00102,ANONYMOUS,2,143.15,0,0.0,286.3,Credit Card,In-Store
TXN00002402,2024-03-02,18:54:00,ST0022,PRD00143,CUST000522,1,27.78,0,0.0,27.78,Gift Card,In-Store
TXN00002403,2023-03-03,16:13:00,ST0039,PRD00129,CUST000235,2,103.12,0,0.0,206.24,PayPal,In-Store
TXN00002404,2024-12-28,09:30:00,ST0041,PRD00172,CUST000762,1,106.8,10,10.68,96.12,Credit Card,In-Store
TXN00002405,2024-10-09,19:46:00,ST0017,PRD00069,CUST000136,1,134.62,0,0.0,134.62,Cash,In-Store
TXN00002406,2024-07-17,19:25:00,ST0011,PRD00144,CUST000803,3,61.5,0,0.0,184.5,Debit Card,Online
TXN00002407,2023-01-20,18:41:00,ST0035,PRD00129,CUST000280,1,103.12,50,51.56,51.56,Gift Card,In-Store
TXN00002408,2024-04-15,20:00:00,ST0022,PRD00144,CUST000920,1,61.5,0,0.0,61.5,Gift Card,In-Store
TXN00002409,2023-07-13,12:31:00,ST0040,PRD00004,CUST000816,2,140.31,0,0.0,280.62,Credit Card,In-Store
TXN00002410,2024-06-24,16:51:00,ST0034,PRD00156,CUST000796,2,51.48,0,0.0,102.96,Cash,In-Store
TXN00002411,2024-08-07,20:27:00,ST0042,PRD00088,CUST000373,3,55.52,0,0.0,166.56,Debit Card,Online
TXN00002412,2023-11-08,13:43:00,ST0034,PRD00070,CUST000480,1,150.8,0,0.0,150.8,PayPal,In-Store
TXN00002413,2023-12-15,10:49:00,ST0037,PRD00049,CUST000543,1,37.02,0,0.0,37.02,Debit Card,In-Store
TXN00002414,2024-05-29,09:12:00,ST0049,PRD00100,CUST000793,1,61.09,0,0.0,61.09,Cash,In-Store
TXN00002415,2023-12-08,12:03:00,ST0010,PRD00021,ANONYMOUS,2,49.14,0,0.0,98.28,Credit Card,In-Store
TXN00002416,2023-05-09,09:39:00,ST0030,PRD00094,CUST000508,2,36.78,10,7.36,66.2,Credit Card,In-Store
TXN00002417,2024-04-17,17:21:00,ST0018,PRD00014,CUST000311,2,77.17,0,0.0,154.34,Cash,In-Store
TXN00002418,2024-10-24,20:35:00,ST0039,PRD00143,CUST000504,1,27.78,0,0.0,27.78,Cash,In-Store
TXN00002419,2024-05-08,12:25:00,ST0048,PRD00009,ANONYMOUS,2,39.15,0,0.0,78.3,Debit Card,Online
TXN00002420,2024-09-06,11:09:00,ST0014,PRD00049,CUST000316,3,37.02,0,0.0,111.06,Gift Card,In-Store
TXN00002421,2024-12-14,11:21:00,ST0043,PRD00087,CUST000302,2,178.69,10,35.74,321.64,Debit Card,In-Store
TXN00002422,2023-04-15,20:37:00,ST0016,PRD00168,CUST000969,1,67.58,0,0.0,67.58,Cash,In-Store
TXN00002423,2023-05-26,12:14:00,ST0018,PRD00011,CUST000611,2,186.79,0,0.0,373.58,Credit Card,In-Store
TXN00002424,2024-11-30,10:08:00,ST0045,PRD00182,CUST000386,1,83.74,0,0.0,83.74,Credit Card,In-Store
TXN00002425,2024-10-23,17:51:00,ST0046,PRD00005,CUST000302,1,137.0,10,13.7,123.3,Cash,In-Store
TXN00002426,2024-12-04,19:40:00,ST0040,PRD00150,CUST000528,2,70.22,0,0.0,140.44,PayPal,Online
TXN00002427,2023-10-30,16:42:00,ST0027,PRD00112,CUST000957,1,88.56,0,0.0,88.56,Cash,In-Store
TXN00002428,2024-04-19,19:52:00,ST0011,PRD00156,CUST000446,2,51.48,0,0.0,102.96,Debit Card,Online
TXN00002429,2023-07-22,20:08:00,ST0050,PRD00154,CUST000497,2,67.88,50,67.88,67.88,Credit Card,In-Store
TXN00002430,2024-10-12,19:43:00,ST0003,PRD00083,CUST000845,3,114.84,10,34.45,310.07,PayPal,In-Store
TXN00002431,2024-11-24,19:26:00,ST0028,PRD00008,CUST000135,1,31.01,0,0.0,31.01,Debit Card,In-Store
TXN00002432,2024-01-07,20:41:00,ST0002,PRD00044,CUST000545,3,92.84,30,83.56,194.96,Credit Card,Online
TXN00002433,2024-10-15,16:05:00,ST0003,PRD00144,CUST000307,2,61.5,0,0.0,123.0,Credit Card,In-Store
TXN00002434,2024-08-04,10:56:00,ST0045,PRD00154,CUST000762,2,67.88,0,0.0,135.76,Debit Card,In-Store
TXN00002435,2023-08-25,11:06:00,ST0012,PRD00113,ANONYMOUS,1,141.45,10,14.14,127.31,Credit Card,In-Store
TXN00002436,2023-12-27,19:26:00,ST0033,PRD00090,CUST000601,1,60.5,0,0.0,60.5,Credit Card,In-Store
TXN00002437,2024-09-02,20:18:00,ST0025,PRD00105,ANONYMOUS,2,62.85,0,0.0,125.7,Credit Card,Online
TXN00002438,2024-01-06,12:02:00,ST0028,PRD00076,ANONYMOUS,2,72.1,0,0.0,144.2,Credit Card,In-Store
TXN00002439,2023-06-03,15:14:00,ST0006,PRD00007,CUST000643,3,47.31,0,0.0,141.93,Credit Card,In-Store
TXN00002440,2023-12-26,12:18:00,ST0039,PRD00078,CUST000252,2,81.73,0,0.0,163.46,PayPal,Online
TXN00002441,2023-10-02,18:07:00,ST0050,PRD00022,CUST000537,1,81.55,0,0.0,81.55,Debit Card,In-Store
TXN00002442,2024-09-09,12:54:00,ST0046,PRD00184,CUST000998,1,38.21,0,0.0,38.21,Debit Card,In-Store
TXN00002443,2024-02-28,17:22:00,ST0037,PRD00199,CUST000866,1,125.7,0,0.0,125.7,Debit Card,In-Store
TXN00002444,2024-10-07,16:06:00,ST0006,PRD00172,CUST000095,3,106.8,0,0.0,320.4,Debit Card,Online
TXN00002445,2023-10-27,16:52:00,ST0028,PRD00200,ANONYMOUS,3,82.11,0,0.0,246.33,Credit Card,In-Store
TXN00002446,2023-10-06,12:34:00,ST0048,PRD00108,CUST000678,1,64.42,0,0.0,64.42,Debit Card,Online
TXN00002447,2024-07-16,15:27:00,ST0024,PRD00047,CUST000788,2,31.44,0,0.0,62.88,Debit Card,In-Store
TXN00002448,2023-03-31,18:33:00,ST0037,PRD00192,CUST000418,1,134.76,10,13.48,121.28,Credit Card,In-Store
TXN00002449,2024-03-31,18:13:00,ST0018,PRD00127,ANONYMOUS,1,147.46,10,14.75,132.71,Credit Card,In-Store
TXN00002450,2024-02-09,18:41:00,ST0024,PRD00020,ANONYMOUS,1,178.42,0,0.0,178.42,Credit Card,Online
TXN00002451,2023-10-15,12:22:00,ST0050,PRD00065,CUST000306,1,44.71,0,0.0,44.71,Debit Card,In-Store
TXN00002452,2024-06-25,15:02:00,ST0025,PRD00070,CUST000253,1,150.8,0,0.0,150.8,Debit Card,In-Store
TXN00002453,2024-05-31,15:39:00,ST0001,PRD00185,CUST000287,1,131.63,0,0.0,131.63,PayPal,In-Store
TXN00002454,2024-01-26,16:27:00,ST0022,PRD00021,CUST000554,1,49.14,20,9.83,39.31,Credit Card,In-Store
TXN00002455,2024-11-03,14:02:00,ST0006,PRD00154,ANONYMOUS,3,67.88,0,0.0,203.64,Cash,In-Store
TXN00002456,2024-08-11,20:59:00,ST0033,PRD00114,CUST000754,3,31.91,10,9.57,86.16,Debit Card,In-Store
TXN00002457,2024-10-15,18:14:00,ST0003,PRD00014,CUST000417,1,77.17,0,0.0,77.17,Credit Card,In-Store
TXN00002458,2023-08-10,12:32:00,ST0045,PRD00149,CUST000909,1,67.54,10,6.75,60.79,Cash,In-Store
TXN00002459,2023-11-20,09:06:00,ST0002,PRD00065,CUST000663,2,44.71,0,0.0,89.42,Debit Card,In-Store
TXN00002460,2023-03-12,17:03:00,ST0020,PRD00127,CUST000135,1,147.46,0,0.0,147.46,PayPal,Online
TXN00002461,2024-10-31,15:40:00,ST0050,PRD00107,CUST000794,2,107.11,0,0.0,214.22,Cash,In-Store
TXN00002462,2023-02-07,18:26:00,ST0025,PRD00041,CUST000924,2,50.34,0,0.0,100.68,Debit Card,Online
TXN00002463,2023-03-25,18:09:00,ST0041,PRD00026,CUST000736,2,144.89,0,0.0,289.78,Debit Card,In-Store
TXN00002464,2024-12-25,10:09:00,ST0046,PRD00130,ANONYMOUS,1,36.4,0,0.0,36.4,Debit Card,In-Store
TXN00002465,2023-08-01,09:36:00,ST0005,PRD00075,CUST000486,2,103.12,0,0.0,206.24,Gift Card,In-Store
TXN00002466,2023-02-12,17:35:00,ST0015,PRD00171,CUST000110,2,78.07,10,15.61,140.53,Credit Card,In-Store
TXN00002467,2024-01-30,20:58:00,ST0037,PRD00094,CUST000534,1,36.78,30,11.03,25.75,Cash,In-Store
TXN00002468,2024-02-29,14:04:00,ST0009,PRD00011,CUST000096,2,186.79,10,37.36,336.22,Debit Card,Online
TXN00002469,2023-11-22,19:04:00,ST0006,PRD00068,ANONYMOUS,1,145.17,10,14.52,130.65,Cash,In-Store
TXN00002470,2023-05-05,11:20:00,ST0009,PRD00086,CUST000846,2,60.61,0,0.0,121.22,Cash,In-Store
TXN00002471,2024-08-20,11:14:00,ST0042,PRD00175,CUST000183,2,139.23,0,0.0,278.46,Credit Card,In-Store
TXN00002472,2023-10-19,18:45:00,ST0025,PRD00155,CUST000953,2,121.77,0,0.0,243.54,Debit Card,Online
TXN00002473,2024-10-10,14:10:00,ST0033,PRD00196,ANONYMOUS,1,36.58,0,0.0,36.58,Credit Card,In-Store
TXN00002474,2023-03-08,13:49:00,ST0004,PRD00081,CUST000008,1,54.59,0,0.0,54.59,Credit Card,In-Store
TXN00002475,2024-12-06,20:04:00,ST0001,PRD00093,CUST000558,2,69.85,0,0.0,139.7,PayPal,Online
TXN00002476,2023-04-15,18:56:00,ST0046,PRD00088,CUST000771,1,55.52,0,0.0,55.52,Credit Card,In-Store
TXN00002477,2023-01-31,11:44:00,ST0001,PRD00120,CUST000686,2,160.29,0,0.0,320.58,Credit Card,Online
TXN00002478,2023-09-26,09:31:00,ST0035,PRD00199,CUST000851,1,125.7,0,0.0,125.7,Debit Card,In-Store
TXN00002479,2023-05-26,14:29:00,ST0019,PRD00027,CUST000916,2,76.61,0,0.0,153.22,Credit Card,Online
TXN00002480,2024-03-17,18:51:00,ST0014,PRD00189,CUST000557,1,82.34,10,8.23,74.11,Debit Card,In-Store
TXN00002481,2023-07-19,13:43:00,ST0033,PRD00105,CUST000720,1,62.85,30,18.86,43.99,Cash,Online
TXN00002482,2024-06-15,16:24:00,ST0001,PRD00049,CUST000951,1,37.02,10,3.7,33.32,Cash,In-Store
TXN00002483,2023-05-04,12:19:00,ST0030,PRD00055,CUST000742,2,138.74,10,27.75,249.73,Credit Card,In-Store
TXN00002484,2023-10-04,09:07:00,ST0033,PRD00196,CUST000869,2,36.58,10,7.32,65.84,Credit Card,Online
TXN00002485,2024-01-14,14:52:00,ST0041,PRD00174,CUST000407,1,124.25,0,0.0,124.25,Cash,Online
TXN00002486,2023-05-16,14:09:00,ST0010,PRD00116,ANONYMOUS,1,24.97,0,0.0,24.97,Gift Card,In-Store
TXN00002487,2024-02-04,10:28:00,ST0001,PRD00185,CUST000717,3,131.63,0,0.0,394.89,Debit Card,In-Store
TXN00002488,2023-04-21,12:21:00,ST0004,PRD00121,CUST000010,1,70.28,0,0.0,70.28,PayPal,In-Store
TXN00002489,2023-03-31,18:14:00,ST0008,PRD00182,CUST000565,1,83.74,0,0.0,83.74,Credit Card,In-Store
TXN00002490,2024-11-10,10:56:00,ST0010,PRD00044,CUST000986,1,92.84,0,0.0,92.84,Cash,In-Store
TXN00002491,2024-08-15,09:51:00,ST0018,PRD00084,CUST000381,1,192.18,0,0.0,192.18,Credit Card,Online
TXN00002492,2024-06-08,13:02:00,ST0014,PRD00166,CUST000663,1,224.43,0,0.0,224.43,Debit Card,In-Store
TXN00002493,2023-04-09,18:36:00,ST0035,PRD00188,ANONYMOUS,4,51.56,0,0.0,206.24,Credit Card,In-Store
TXN00002494,2024-05-29,13:10:00,ST0001,PRD00014,CUST000774,1,77.17,10,7.72,69.45,Cash,Online
TXN00002495,2023-12-19,16:28:00,ST0043,PRD00156,CUST000936,3,51.48,0,0.0,154.44,Credit Card,In-Store
TXN00002496,2023-12-22,16:52:00,ST0034,PRD00080,CUST000415,2,130.14,0,0.0,260.28,Cash,In-Store
TXN00002497,2023-11-19,16:33:00,ST0012,PRD00044,CUST000279,1,92.84,0,0.0,92.84,Cash,In-Store
TXN00002498,2024-07-20,17:11:00,ST0003,PRD00092,CUST000500,1,108.16,10,10.82,97.34,Debit Card,Online
TXN00002499,2023-06-12,20:02:00,ST0018,PRD00157,CUST000593,1,46.5,10,4.65,41.85,PayPal,In-Store
TXN00002500,2024-07-07,20:42:00,ST0041,PRD00108,CUST000965,2,64.42,50,64.42,64.42,Credit Card,In-Store
TXN00002501,2023-02-26,15:35:00,ST0024,PRD00079,ANONYMOUS,2,97.17,0,0.0,194.34,Debit Card,In-Store
TXN00002502,2024-09-10,13:45:00,ST0028,PRD00049,CUST000136,1,37.02,0,0.0,37.02,Credit Card,In-Store
TXN00002503,2023-09-21,15:05:00,ST0018,PRD00083,ANONYMOUS,2,114.84,0,0.0,229.68,Cash,In-Store
TXN00002504,2023-10-21,12:13:00,ST0049,PRD00134,CUST000485,1,125.36,10,12.54,112.82,Credit Card,In-Store
TXN00002505,2024-09-01,12:56:00,ST0040,PRD00032,CUST000943,3,111.36,0,0.0,334.08,Credit Card,In-Store
TXN00002506,2024-08-17,09:47:00,ST0011,PRD00155,CUST000643,4,121.77,0,0.0,487.08,Cash,In-Store
TXN00002507,2024-10-10,17:44:00,ST0020,PRD00109,CUST000681,1,63.77,0,0.0,63.77,Debit Card,In-Store
TXN00002508,2024-07-18,09:45:00,ST0005,PRD00188,CUST000133,2,51.56,30,30.94,72.18,Credit Card,In-Store
TXN00002509,2023-04-29,12:32:00,ST0049,PRD00061,CUST000349,1,38.6,0,0.0,38.6,Credit Card,In-Store
TXN00002510,2024-05-17,11:11:00,ST0049,PRD00016,CUST000289,3,70.62,0,0.0,211.86,Cash,In-Store
TXN00002511,2024-09-08,12:43:00,ST0046,PRD00014,CUST000598,1,77.17,0,0.0,77.17,Credit Card,In-Store
TXN00002512,2023-11-16,16:46:00,ST0043,PRD00081,CUST000758,2,54.59,10,10.92,98.26,Credit Card,Online
TXN00002513,2023-09-19,09:43:00,ST0002,PRD00083,CUST000562,1,114.84,0,0.0,114.84,Credit Card,Online
TXN00002514,2024-01-22,11:50:00,ST0009,PRD00064,CUST000751,3,93.56,10,28.07,252.61,Cash,In-Store
TXN00002515,2023-05-04,13:48:00,ST0015,PRD00178,CUST000738,1,29.48,0,0.0,29.48,Credit Card,Online
TXN00002516,2023-05-17,20:49:00,ST0015,PRD00078,ANONYMOUS,1,81.73,0,0.0,81.73,PayPal,In-Store
TXN00002517,2024-10-21,15:02:00,ST0035,PRD00065,CUST000060,1,44.71,10,4.47,40.24,Credit Card,In-Store
TXN00002518,2024-07-10,13:13:00,ST0016,PRD00032,ANONYMOUS,1,111.36,20,22.27,89.09,Debit Card,In-Store
TXN00002519,2024-06-17,15:22:00,ST0019,PRD00200,ANONYMOUS,2,82.11,0,0.0,164.22,Gift Card,In-Store
TXN00002520,2023-06-07,16:35:00,ST0012,PRD00041,ANONYMOUS,3,50.34,10,15.1,135.92,Debit Card,In-Store
TXN00002521,2024-04-30,17:06:00,ST0002,PRD00112,CUST000309,2,88.56,10,17.71,159.41,Credit Card,In-Store
TXN00002522,2024-12-06,13:10:00,ST0025,PRD00126,CUST000755,1,64.06,0,0.0,64.06,Debit Card,In-Store
TXN00002523,2024-09-29,20:25:00,ST0048,PRD00076,CUST000286,1,72.1,10,7.21,64.89,Cash,In-Store
TXN00002524,2024-08-13,14:36:00,ST0041,PRD00143,CUST000714,1,27.78,10,2.78,25.0,Credit Card,In-Store
TXN00002525,2024-01-05,18:04:00,ST0035,PRD00025,CUST000427,2,75.68,0,0.0,151.36,Credit Card,In-Store
TXN00002526,2023-08-14,16:54:00,ST0046,PRD00009,CUST000896,2,39.15,0,0.0,78.3,Cash,In-Store
TXN00002527,2023-07-16,09:02:00,ST0050,PRD00005,CUST000674,1,137.0,30,41.1,95.9,Cash,In-Store
TXN00002528,2023-03-18,20:12:00,ST0007,PRD00120,CUST000001,1,160.29,0,0.0,160.29,Credit Card,Online
TXN00002529,2023-09-15,20:33:00,ST0011,PRD00026,CUST000803,1,144.89,0,0.0,144.89,Cash,Online
TXN00002530,2023-04-10,19:51:00,ST0030,PRD00093,CUST000976,2,69.85,0,0.0,139.7,Credit Card,In-Store
TXN00002531,2023-12-17,18:24:00,ST0040,PRD00084,CUST000039,4,192.18,10,76.87,691.85,Credit Card,Online
TXN00002532,2024-11-13,11:48:00,ST0037,PRD00071,CUST000801,1,73.07,10,7.31,65.76,Cash,In-Store
TXN00002533,2024-04-14,15:36:00,ST0022,PRD00084,CUST000094,1,192.18,0,0.0,192.18,Credit Card,Online
TXN00002534,2023-06-12,19:28:00,ST0028,PRD00168,ANONYMOUS,2,67.58,0,0.0,135.16,Credit Card,In-Store
TXN00002535,2023-06-10,13:43:00,ST0041,PRD00166,ANONYMOUS,3,224.43,0,0.0,673.29,Debit Card,In-Store
TXN00002536,2024-04-22,18:27:00,ST0015,PRD00071,CUST000565,2,73.07,0,0.0,146.14,Debit Card,In-Store
TXN00002537,2024-02-21,17:21:00,ST0045,PRD00196,CUST000100,1,36.58,0,0.0,36.58,PayPal,Online
TXN00002538,2023-07-25,12:44:00,ST0042,PRD00133,CUST000659,3,149.52,50,224.28,224.28,Credit Card,In-Store
TXN00002539,2024-02-25,15:53:00,ST0041,PRD00019,ANONYMOUS,1,75.71,0,0.0,75.71,Cash,Online
TXN00002540,2024-11-04,19:47:00,ST0027,PRD00139,CUST000364,1,62.09,0,0.0,62.09,Credit Card,Online
TXN00002541,2024-01-30,19:51:00,ST0049,PRD00097,CUST000116,2,114.94,20,45.98,183.9,Credit Card,In-Store
TXN00002542,2023-10-09,14:15:00,ST0018,PRD00115,CUST000995,2,70.19,0,0.0,140.38,Credit Card,Online
TXN00002543,2024-05-22,12:41:00,ST0001,PRD00200,CUST000936,1,82.11,10,8.21,73.9,Credit Card,In-Store
TXN00002544,2023-12-07,09:49:00,ST0017,PRD00157,CUST000482,2,46.5,0,0.0,93.0,Debit Card,Online
TXN00002545,2024-06-21,18:12:00,ST0016,PRD00189,CUST000730,1,82.34,0,0.0,82.34,PayPal,In-Store
TXN00002546,2024-09-13,13:51:00,ST0034,PRD00134,CUST000720,1,125.36,0,0.0,125.36,Debit Card,In-Store
TXN00002547,2024-05-01,20:56:00,ST0015,PRD00020,CUST000378,1,178.42,0,0.0,178.42,Credit Card,Online
TXN00002548,2023-08-12,17:14:00,ST0018,PRD00010,CUST000075,1,110.52,0,0.0,110.52,Credit Card,Online
TXN00002549,2024-10-08,15:17:00,ST0015,PRD00077,CUST000543,1,52.58,10,5.26,47.32,Credit Card,Online
TXN00002550,2024-03-18,18:39:00,ST0017,PRD00081,CUST000184,2,54.59,10,10.92,98.26,Cash,Online
TXN00002551,2023-09-28,10:03:00,ST0050,PRD00058,CUST000982,1,28.88,0,0.0,28.88,Debit Card,In-Store
TXN00002552,2023-01-22,18:20:00,ST0041,PRD00156,ANONYMOUS,1,51.48,50,25.74,25.74,Cash,In-Store
TXN00002553,2024-02-06,16:12:00,ST0043,PRD00097,CUST000634,1,114.94,10,11.49,103.45,Debit Card,In-Store
TXN00002554,2023-08-30,14:28:00,ST0002,PRD00154,ANONYMOUS,2,67.88,0,0.0,135.76,Credit Card,In-Store
TXN00002555,2023-10-04,14:42:00,ST0040,PRD00188,CUST000474,2,51.56,0,0.0,103.12,PayPal,In-Store
TXN00002556,2024-02-24,16:03:00,ST0039,PRD00010,CUST000724,1,110.52,10,11.05,99.47,Credit Card,Online
TXN00002557,2023-03-29,20:25:00,ST0045,PRD00041,CUST000825,2,50.34,0,0.0,100.68,Credit Card,In-Store
TXN00002558,2023-08-12,18:33:00,ST0009,PRD00074,CUST000347,2,101.62,0,0.0,203.24,Debit Card,In-Store
TXN00002559,2024-11-19,20:32:00,ST0015,PRD00092,CUST000685,1,108.16,10,10.82,97.34,Cash,In-Store
TXN00002560,2024-05-16,15:17:00,ST0003,PRD00144,CUST000498,1,61.5,0,0.0,61.5,PayPal,In-Store
TXN00002561,2024-05-22,20:17:00,ST0039,PRD00188,CUST000738,1,51.56,0,0.0,51.56,Credit Card,In-Store
TXN00002562,2023-01-11,20:43:00,ST0043,PRD00126,CUST000591,1,64.06,20,12.81,51.25,Debit Card,In-Store
TXN00002563,2023-10-26,12:07:00,ST0009,PRD00171,ANONYMOUS,2,78.07,0,0.0,156.14,Debit Card,Online
TXN00002564,2024-07-21,10:27:00,ST0042,PRD00091,CUST000536,3,106.04,20,63.62,254.5,Credit Card,Online
TXN00002565,2024-06-15,19:36:00,ST0042,PRD00098,CUST000368,1,129.53,0,0.0,129.53,Debit Card,In-Store
TXN00002566,2024-08-24,14:27:00,ST0014,PRD00072,CUST000055,1,118.45,10,11.84,106.61,Debit Card,In-Store
TXN00002567,2024-12-31,11:13:00,ST0010,PRD00152,CUST000090,2,37.8,0,0.0,75.6,Debit Card,In-Store
TXN00002568,2023-05-14,11:58:00,ST0050,PRD00143,CUST000302,2,27.78,0,0.0,55.56,Gift Card,In-Store
TXN00002569,2024-01-02,18:41:00,ST0033,PRD00127,CUST000005,2,147.46,10,29.49,265.43,Cash,In-Store
TXN00002570,2023-12-28,11:55:00,ST0004,PRD00071,CUST000286,1,73.07,0,0.0,73.07,Cash,In-Store
TXN00002571,2023-08-09,19:34:00,ST0024,PRD00003,ANONYMOUS,1,122.23,0,0.0,122.23,Credit Card,In-Store
TXN00002572,2024-12-17,10:50:00,ST0030,PRD00184,ANONYMOUS,1,38.21,0,0.0,38.21,Credit Card,In-Store
TXN00002573,2024-08-03,17:22:00,ST0004,PRD00125,CUST000396,1,66.4,10,6.64,59.76,Credit Card,Online
TXN00002574,2024-05-12,14:40:00,ST0015,PRD00186,CUST000203,2,146.39,0,0.0,292.78,Debit Card,In-Store
TXN00002575,2023-08-31,19:12:00,ST0007,PRD00132,CUST000734,1,23.36,0,0.0,23.36,Credit Card,In-Store
TXN00002576,2024-03-23,14:23:00,ST0009,PRD00127,CUST000139,4,147.46,0,0.0,589.84,Cash,Online
TXN00002577,2024-12-03,18:02:00,ST0043,PRD00186,CUST000117,1,146.39,0,0.0,146.39,PayPal,In-Store
TXN00002578,2023-02-24,13:47:00,ST0008,PRD00152,CUST000853,3,37.8,0,0.0,113.4,Debit Card,Online
TXN00002579,2024-02-01,10:56:00,ST0025,PRD00005,CUST000406,1,137.0,0,0.0,137.0,Debit Card,In-Store
TXN00002580,2023-02-01,14:01:00,ST0009,PRD00094,CUST000986,1,36.78,0,0.0,36.78,Cash,Online
TXN00002581,2024-02-27,14:32:00,ST0028,PRD00125,CUST000827,1,66.4,0,0.0,66.4,Credit Card,In-Store
TXN00002582,2023-03-05,16:40:00,ST0009,PRD00061,CUST000460,2,38.6,0,0.0,77.2,Credit Card,Online
TXN00002583,2024-05-19,17:28:00,ST0048,PRD00071,CUST000982,1,73.07,0,0.0,73.07,Cash,In-Store
TXN00002584,2023-10-23,09:45:00,ST0017,PRD00172,CUST000847,2,106.8,0,0.0,213.6,Cash,In-Store
